date,game_id,season,neutral,playoff,home,away,elo1_pre_home,elo2_pre_away,home_score,away_score
03-12-2021,334,2022,0,,WAS,CLE,1512.030603,1496.472061,101,116
03-12-2021,335,2022,0,,ATL,PHI,1580.265898,1576.694173,96,98
03-12-2021,336,2022,0,,BRK,MIN,1608.275734,1489.697294,110,105
03-12-2021,337,2022,0,,HOU,ORL,1317.712967,1309.822413,118,116
03-12-2021,338,2022,0,,DAL,NOP,1540.305281,1426.451771,91,107
03-12-2021,339,2022,0,,UTA,BOS,1639.644713,1517.807254,137,130
03-12-2021,340,2022,0,,GSW,PHO,1657.001282,1709.272578,118,96
03-12-2021,341,2022,0,,LAL,LAC,1492.537404,1505.32188,115,119
04-12-2021,342,2022,0,,NYK,DEN,1509.829756,1537.583615,99,113
04-12-2021,343,2022,0,,MIL,MIA,1621.161658,1550.001441,124,102
04-12-2021,344,2022,0,,BRK,CHI,1610.926615,1556.582109,107,111
04-12-2021,345,2022,0,,DAL,MEM,1514.050904,1480.732266,90,97
04-12-2021,346,2022,0,,GSW,SAS,1671.564953,1488.120311,107,112
04-12-2021,347,2022,0,,POR,BOS,1523.284654,1514.691251,117,145
04-12-2021,348,2022,0,,SAC,LAC,1422.159179,1513.792308,104,99
05-12-2021,349,2022,0,,CLE,UTA,1516.066872,1642.760716,108,109
05-12-2021,350,2022,0,,ATL,CHO,1573.47191,1495.205505,127,130
05-12-2021,351,2022,0,,TOR,WAS,1473.758745,1492.435792,102,90
05-12-2021,352,2022,0,,HOU,NOP,1320.822428,1452.706147,118,108
06-12-2021,353,2022,0,,IND,WAS,1493.558532,1484.02194,116,110
06-12-2021,354,2022,0,,DET,OKC,1329.236716,1287.62618,103,114
06-12-2021,355,2022,0,,CHO,PHI,1504.806013,1583.488162,124,127
06-12-2021,356,2022,0,,MIA,MEM,1541.627874,1493.595483,90,105
06-12-2021,357,2022,0,,MIL,CLE,1629.535224,1512.412926,112,104
06-12-2021,358,2022,0,,CHI,DEN,1566.807258,1554.03258,109,97
06-12-2021,359,2022,0,,MIN,ATL,1487.046412,1563.871402,110,121
06-12-2021,360,2022,0,,PHO,SAS,1694.708907,1503.344526,108,104
06-12-2021,361,2022,0,,POR,LAC,1493.611574,1506.970037,90,102
06-12-2021,362,2022,0,,GSW,ORL,1656.340738,1306.712952,126,95
07-12-2021,363,2022,0,,DAL,BRK,1501.187686,1600.701467,99,102
07-12-2021,364,2022,0,,SAS,NYK,1501.729312,1493.380791,109,121
07-12-2021,365,2022,0,,LAL,BOS,1484.066976,1544.364331,117,102
08-12-2021,366,2022,0,,CLE,CHI,1508.967082,1574.132831,115,92
08-12-2021,367,2022,0,,DET,WAS,1312.019836,1479.082294,116,119
08-12-2021,368,2022,0,,IND,NYK,1498.498179,1509.970531,122,102
08-12-2021,369,2022,0,,CHO,PHI,1498.769856,1589.524319,106,110
08-12-2021,370,2022,0,,MIA,MIL,1520.215928,1632.981068,113,104
08-12-2021,371,2022,0,,TOR,OKC,1482.172597,1304.843059,109,110
08-12-2021,372,2022,0,,NOP,DEN,1441.082479,1546.707007,114,120
08-12-2021,373,2022,0,,HOU,BRK,1332.446096,1606.302086,114,104
08-12-2021,374,2022,0,,MEM,DAL,1515.00743,1495.587067,96,104
08-12-2021,375,2022,0,,MIN,UTA,1475.079782,1646.414662,104,136
08-12-2021,376,2022,0,,GSW,POR,1658.643078,1478.053926,104,94
08-12-2021,377,2022,0,,SAC,ORL,1428.981449,1304.410612,142,130
08-12-2021,378,2022,0,,LAC,BOS,1522.527685,1532.800029,114,111
09-12-2021,379,2022,0,,PHI,UTA,1596.065324,1663.706108,96,118
09-12-2021,380,2022,0,,MEM,LAL,1501.648473,1495.631278,108,95
09-12-2021,381,2022,0,,SAS,DEN,1485.139572,1554.280486,123,111
10-12-2021,382,2022,0,,IND,DAL,1509.979606,1508.946024,106,93
10-12-2021,383,2022,0,,CHO,SAC,1492.22885,1433.230703,124,123
10-12-2021,384,2022,0,,ATL,BRK,1575.838033,1588.67388,105,113
10-12-2021,385,2022,0,,TOR,NYK,1473.534191,1498.489104,90,87
10-12-2021,386,2022,0,,OKC,LAL,1313.481465,1487.679847,95,116
10-12-2021,387,2022,0,,NOP,DET,1433.509001,1307.725513,109,93
10-12-2021,388,2022,0,,MIN,CLE,1457.788336,1524.788971,106,123
10-12-2021,389,2022,0,,HOU,MIL,1350.074301,1622.785651,114,123
10-12-2021,390,2022,0,,PHO,BOS,1696.324121,1528.901787,111,90
11-12-2021,391,2022,0,,LAC,ORL,1526.425927,1300.161359,106,104
11-12-2021,392,2022,0,,WAS,UTA,1483.376617,1683.351,98,123
11-12-2021,393,2022,0,,CLE,SAC,1541.258272,1431.180174,117,103
11-12-2021,394,2022,0,,MIA,CHI,1530.411344,1558.310942,118,92
11-12-2021,395,2022,0,,MEM,HOU,1509.599904,1345.45472,113,106
11-12-2021,396,2022,0,,PHI,GSW,1576.420432,1661.45457,102,93
11-12-2021,397,2022,0,,SAS,DEN,1495.489462,1543.930596,112,127
12-12-2021,398,2022,0,,NYK,MIL,1494.336891,1627.405233,97,112
12-12-2021,399,2022,0,,DET,BRK,1302.623929,1600.832196,104,116
12-12-2021,400,2022,0,,SAS,NOP,1479.378034,1438.610585,112,97
12-12-2021,401,2022,0,,OKC,DAL,1300.849019,1500.816277,84,103
12-12-2021,402,2022,0,,POR,MIN,1475.242434,1441.319035,111,116
12-12-2021,403,2022,0,,LAL,ORL,1500.312293,1299.145153,106,94
13-12-2021,404,2022,0,,CLE,MIA,1546.319509,1545.239668,105,94
13-12-2021,405,2022,0,,TOR,SAC,1477.686404,1426.118937,124,101
13-12-2021,406,2022,0,,IND,GSW,1518.109352,1652.249972,100,102
13-12-2021,407,2022,0,,ATL,HOU,1563.679717,1342.963056,126,132
13-12-2021,408,2022,0,,BOS,MIL,1523.97022,1639.277055,117,103
13-12-2021,409,2022,0,,MEM,PHI,1512.091568,1585.62503,126,91
13-12-2021,410,2022,0,,DAL,CHO,1511.354567,1494.279379,120,96
13-12-2021,411,2022,0,,DEN,WAS,1560.042024,1470.596209,113,107
13-12-2021,412,2022,0,,LAC,PHO,1527.442133,1701.255688,111,95
14-12-2021,413,2022,0,,NYK,GSW,1482.465069,1656.492678,96,105
14-12-2021,414,2022,0,,BRK,TOR,1605.696141,1487.185374,131,129
14-12-2021,415,2022,0,,POR,PHO,1464.464498,1683.187521,107,111
15-12-2021,416,2022,0,,CLE,HOU,1553.624075,1360.930125,124,89
15-12-2021,417,2022,0,,ORL,ATL,1296.329801,1545.712648,99,111
15-12-2021,418,2022,0,,PHI,MIA,1563.477558,1537.935103,96,101
15-12-2021,419,2022,0,,DAL,LAL,1522.851966,1503.127645,104,107
15-12-2021,420,2022,0,,MIL,IND,1625.682624,1513.866646,114,99
15-12-2021,421,2022,0,,OKC,NOP,1290.31073,1431.160837,110,113
15-12-2021,422,2022,0,,SAS,CHO,1486.827781,1482.78198,115,131
15-12-2021,423,2022,0,,DEN,MIN,1563.419909,1452.096971,107,124
15-12-2021,424,2022,0,,SAC,WAS,1416.619967,1467.218325,119,105
15-12-2021,425,2022,0,,UTA,LAC,1696.131408,1545.5103,124,103
15-12-2021,426,2022,0,,POR,MEM,1460.588971,1534.23904,103,113
16-12-2021,427,2022,0,,IND,DET,1508.615562,1297.759984,122,113
16-12-2021,428,2022,0,,BRK,PHI,1607.516873,1552.944613,114,105
16-12-2021,429,2022,0,,HOU,NYK,1354.724269,1475.204381,103,116
16-12-2021,430,2022,0,,PHO,WAS,1687.063048,1456.59313,118,98
17-12-2021,431,2022,0,,ORL,MIA,1290.148314,1548.468048,105,115
17-12-2021,432,2022,0,,BOS,GSW,1537.564651,1663.753367,107,111
17-12-2021,433,2022,0,,ATL,DEN,1551.894135,1536.222622,115,133
17-12-2021,434,2022,0,,NOP,MIL,1435.94093,1630.933707,116,112
17-12-2021,435,2022,0,,UTA,SAS,1701.527796,1467.032944,126,128
17-12-2021,436,2022,0,,POR,CHO,1449.185533,1502.576817,125,116
17-12-2021,437,2022,0,,MIN,LAL,1479.294259,1511.360497,110,92
17-12-2021,438,2022,0,,SAC,MEM,1427.245162,1545.642477,105,124
18-12-2021,439,2022,0,,DET,HOU,1295.528311,1343.378795,107,116
18-12-2021,440,2022,0,,BOS,NYK,1531.836113,1486.549855,114,107
18-12-2021,441,2022,0,,TOR,GSW,1485.364641,1669.481904,119,100
18-12-2021,442,2022,0,,BRK,ORL,1612.561178,1284.86639,93,100
18-12-2021,443,2022,0,,OKC,LAC,1285.530637,1540.113912,104,103
18-12-2021,444,2022,0,,UTA,WAS,1690.012252,1453.228812,103,109
18-12-2021,445,2022,0,,MIL,CLE,1622.263106,1559.829931,90,119
19-12-2021,446,2022,0,,DET,MIA,1283.857419,1553.749972,100,90
19-12-2021,447,2022,0,,SAC,SAS,1412.490598,1478.548488,121,114
19-12-2021,448,2022,0,,MEM,POR,1560.397041,1457.318101,100,105
19-12-2021,449,2022,0,,MIN,DAL,1490.950644,1514.619115,111,105
19-12-2021,450,2022,0,,CHI,LAL,1543.482618,1499.704112,115,110
19-12-2021,451,2022,0,,PHO,CHO,1690.427366,1494.444249,137,106
20-12-2021,452,2022,0,,BOS,PHI,1536.392955,1547.900308,103,108
20-12-2021,453,2022,0,,MEM,OKC,1547.575428,1292.069583,99,102
20-12-2021,454,2022,0,,CHI,HOU,1547.32174,1355.049687,133,118
20-12-2021,455,2022,0,,UTA,CHO,1671.506218,1488.868716,112,102
20-12-2021,456,2022,0,,GSW,SAC,1648.508324,1419.883357,113,98
20-12-2021,457,2022,0,,LAC,SAS,1533.574966,1471.15573,92,116
21-12-2021,458,2022,0,,MIA,IND,1536.294726,1510.847235,125,96
21-12-2021,459,2022,0,,NYK,DET,1481.993012,1301.312664,105,91
21-12-2021,460,2022,0,,NOP,POR,1444.611531,1470.139714,111,97
21-12-2021,461,2022,0,,DAL,MIN,1508.907246,1496.662513,114,102
21-12-2021,462,2022,0,,LAL,PHO,1495.86499,1696.002898,90,108
22-12-2021,463,2022,0,,BOS,CLE,1526.931079,1595.044774,111,101
22-12-2021,464,2022,0,,ATL,ORL,1529.720462,1308.433728,98,104
22-12-2021,465,2022,0,,OKC,DEN,1305.906982,1558.396294,108,94
22-12-2021,466,2022,0,,MIL,HOU,1587.048263,1351.628308,126,106
22-12-2021,467,2022,0,,SAC,LAC,1417.0892,1502.836556,89,105
23-12-2021,468,2022,0,,ORL,NOP,1326.419858,1454.18731,104,110
23-12-2021,469,2022,0,,IND,HOU,1498.1707,1348.356778,118,106
23-12-2021,470,2022,0,,PHI,ATL,1557.362184,1511.734331,96,98
23-12-2021,471,2022,0,,NYK,WAS,1485.475786,1471.734846,117,124
23-12-2021,472,2022,0,,MIA,DET,1548.971261,1297.829891,115,112
23-12-2021,473,2022,0,,DAL,MIL,1516.250359,1590.319793,95,102
23-12-2021,474,2022,0,,UTA,MIN,1674.286446,1489.319399,128,116
23-12-2021,475,2022,0,,PHO,OKC,1706.148538,1326.601669,113,101
23-12-2021,476,2022,0,,DEN,CHO,1537.701607,1486.088489,107,115
23-12-2021,477,2022,0,,GSW,MEM,1651.302481,1533.738029,113,104
23-12-2021,478,2022,0,,LAL,SAS,1485.71935,1501.894139,110,138
25-12-2021,479,2022,0,,NYK,ATL,1473.294884,1519.370253,101,87
25-12-2021,480,2022,0,,MIL,BOS,1599.550766,1536.12434,117,113
25-12-2021,481,2022,0,,PHO,GSW,1707.149258,1654.988317,107,116
25-12-2021,482,2022,0,,LAL,BRK,1458.149367,1588.993841,115,122
25-12-2021,483,2022,0,,UTA,DAL,1677.36443,1507.019387,120,116
26-12-2021,484,2022,0,,MIA,ORL,1549.992404,1319.458466,93,83
26-12-2021,485,2022,0,,CLE,TOR,1585.851513,1506.338222,144,99
26-12-2021,486,2022,0,,WAS,PHI,1483.915748,1549.726262,96,117
26-12-2021,487,2022,0,,SAC,MEM,1402.285427,1530.052192,102,127
26-12-2021,488,2022,0,,OKC,NOP,1325.600949,1461.148702,117,112
26-12-2021,489,2022,0,,SAS,DET,1529.464122,1296.808748,144,109
26-12-2021,490,2022,0,,CHI,IND,1550.743119,1501.89181,113,105
26-12-2021,491,2022,0,,LAC,DEN,1517.64033,1523.126125,100,103
27-12-2021,492,2022,0,,CHO,HOU,1500.663971,1344.635668,123,99
27-12-2021,493,2022,0,,ATL,CHI,1508.938927,1555.578519,118,130
27-12-2021,494,2022,0,,MIN,BOS,1486.241415,1532.983836,108,103
27-12-2021,495,2022,0,,SAS,UTA,1534.429856,1679.17591,104,110
27-12-2021,496,2022,0,,PHO,MEM,1691.500726,1547.31175,113,114
27-12-2021,497,2022,0,,POR,DAL,1460.563935,1505.207907,117,132
27-12-2021,498,2022,0,,LAC,BRK,1509.986605,1596.477045,108,124
28-12-2021,499,2022,0,,ORL,MIL,1317.327814,1602.691271,110,127
28-12-2021,500,2022,0,,TOR,PHI,1492.795628,1568.859537,109,114
28-12-2021,501,2022,0,,MIA,WAS,1552.123056,1464.782472,119,112
28-12-2021,502,2022,0,,HOU,LAL,1338.874686,1450.666163,123,132
28-12-2021,503,2022,0,,MIN,NYK,1491.964577,1483.72621,88,96
28-12-2021,504,2022,0,,NOP,CLE,1453.166811,1599.394106,108,104
28-12-2021,505,2022,0,,SAC,OKC,1385.025869,1333.58284,117,111
28-12-2021,506,2022,0,,GSW,DEN,1670.636849,1530.77985,86,89
29-12-2021,507,2022,0,,IND,CHO,1497.05641,1506.424953,108,116
29-12-2021,508,2022,0,,DET,NYK,1291.843014,1496.666462,85,94
29-12-2021,509,2022,0,,BOS,LAC,1527.260674,1495.222076,82,91
29-12-2021,510,2022,0,,MEM,LAL,1555.379824,1459.98189,104,99
29-12-2021,511,2022,0,,CHI,ATL,1569.585897,1494.931549,131,117
29-12-2021,512,2022,0,,PHO,OKC,1683.432653,1329.515132,115,97
29-12-2021,513,2022,0,,POR,UTA,1444.250924,1685.685202,105,120
29-12-2021,514,2022,0,,SAC,DAL,1389.093577,1521.520918,95,94
30-12-2021,515,2022,0,,ORL,MIL,1310.797644,1609.221441,118,136
30-12-2021,516,2022,0,,WAS,CLE,1461.068662,1591.9582,110,93
30-12-2021,517,2022,0,,BRK,PHI,1611.241573,1576.527816,102,110
31-12-2021,518,2022,0,,BOS,PHO,1512.429348,1684.959107,123,108
31-12-2021,519,2022,0,,IND,CHI,1484.770168,1575.631967,106,108
31-12-2021,520,2022,0,,SAC,DAL,1393.629307,1516.985188,96,112
31-12-2021,521,2022,0,,HOU,MIA,1329.55896,1555.836867,110,120
31-12-2021,522,2022,0,,CLE,ATL,1575.607836,1488.885479,118,121
31-12-2021,523,2022,0,,TOR,LAC,1485.127349,1510.053402,116,108
31-12-2021,524,2022,0,,OKC,NYK,1327.988678,1503.016968,95,80
31-12-2021,525,2022,0,,MEM,SAS,1558.363456,1527.920564,118,105
31-12-2021,526,2022,0,,UTA,MIN,1693.11161,1479.024325,120,108
31-12-2021,527,2022,0,,LAL,POR,1456.998258,1436.824517,139,106
01-01-2022,528,2022,0,,MIL,NOP,1615.580868,1460.602718,136,113
01-01-2022,529,2022,0,,WAS,CHI,1477.419026,1580.627409,119,120
01-01-2022,530,2022,0,,DET,SAS,1285.492508,1520.805857,117,116
01-01-2022,531,2022,0,,BRK,LAC,1597.306495,1503.310924,116,120
01-01-2022,532,2022,0,,HOU,DEN,1323.416042,1541.836468,111,124
01-01-2022,533,2022,0,,UTA,GSW,1695.731773,1659.580231,116,123
02-01-2022,534,2022,0,,TOR,NYK,1491.869827,1485.647919,120,105
02-01-2022,535,2022,0,,SAC,MIA,1380.754924,1561.979785,115,113
02-01-2022,536,2022,0,,BOS,ORL,1529.663255,1304.438216,116,111
02-01-2022,537,2022,0,,CLE,IND,1565.808144,1479.774726,108,104
02-01-2022,538,2022,0,,OKC,DAL,1345.357726,1529.859571,86,95
02-01-2022,539,2022,0,,CHO,PHO,1518.711196,1667.725199,99,133
02-01-2022,540,2022,0,,LAL,MIN,1471.268155,1476.404162,108,103
03-01-2022,541,2022,0,,WAS,CHO,1473.424691,1498.88582,124,121
03-01-2022,542,2022,0,,PHI,HOU,1590.462894,1315.897271,133,113
03-01-2022,543,2022,0,,BRK,MEM,1586.026568,1565.478163,104,118
03-01-2022,544,2022,0,,CHI,ORL,1584.621743,1302.949481,102,98
03-01-2022,545,2022,0,,MIL,DET,1621.201977,1291.706188,106,115
03-01-2022,546,2022,0,,NOP,UTA,1454.981608,1682.769367,104,115
03-01-2022,547,2022,0,,DAL,DEN,1536.802246,1549.355239,103,89
03-01-2022,548,2022,0,,GSW,MIA,1672.542637,1555.62555,115,108
03-01-2022,549,2022,0,,POR,ATL,1422.554619,1498.685171,136,131
03-01-2022,550,2022,0,,LAC,MIN,1514.590852,1471.606043,104,122
04-01-2022,551,2022,0,,CLE,MEM,1568.618294,1584.462378,106,110
04-01-2022,552,2022,0,,TOR,SAS,1500.598939,1514.592177,129,104
04-01-2022,553,2022,0,,NYK,IND,1476.918808,1476.964576,104,94
04-01-2022,554,2022,0,,NOP,PHO,1448.50872,1687.550575,110,123
04-01-2022,555,2022,0,,LAL,SAC,1476.066275,1387.109158,122,114
05-01-2022,556,2022,0,,CHO,DET,1494.724678,1319.056343,140,111
05-01-2022,557,2022,0,,ORL,PHI,1301.980356,1593.078282,106,116
05-01-2022,558,2022,0,,WAS,HOU,1477.585832,1313.281883,111,114
05-01-2022,559,2022,0,,BOS,SAS,1531.15199,1501.006382,97,99
05-01-2022,560,2022,0,,DAL,GSW,1545.859765,1675.738887,99,82
05-01-2022,561,2022,0,,IND,BRK,1470.04608,1567.042353,121,129
05-01-2022,562,2022,0,,MIN,OKC,1495.507116,1338.415052,98,90
05-01-2022,563,2022,0,,MIL,TOR,1593.851822,1514.184735,111,117
05-01-2022,564,2022,0,,DEN,UTA,1540.297719,1689.242255,109,115
05-01-2022,565,2022,0,,POR,MIA,1428.986454,1552.429299,109,115
05-01-2022,566,2022,0,,SAC,ATL,1383.13334,1492.253336,102,108
06-01-2022,567,2022,0,,NYK,BOS,1483.837304,1523.827748,108,105
06-01-2022,568,2022,0,,NOP,GSW,1441.673694,1659.445373,101,96
06-01-2022,569,2022,0,,MEM,DET,1592.854352,1313.119741,118,88
06-01-2022,570,2022,0,,PHO,LAC,1694.385602,1490.689779,106,89
07-01-2022,571,2022,0,,PHI,SAS,1597.574136,1508.330625,119,100
07-01-2022,572,2022,0,,TOR,UTA,1527.509399,1695.6422,122,108
07-01-2022,573,2022,0,,BRK,MIL,1576.222215,1580.527158,109,121
07-01-2022,574,2022,0,,HOU,DAL,1324.919635,1562.15328,106,130
07-01-2022,575,2022,0,,OKC,MIN,1335.622199,1498.299968,105,135
07-01-2022,576,2022,0,,CHI,WAS,1585.590869,1465.948081,130,122
07-01-2022,577,2022,0,,DEN,SAC,1533.897774,1375.658084,121,111
07-01-2022,578,2022,0,,POR,CLE,1421.907455,1560.22632,101,114
07-01-2022,579,2022,0,,LAL,ATL,1480.042093,1499.728592,134,118
08-01-2022,580,2022,0,,LAC,MEM,1487.195176,1596.242683,108,123
08-01-2022,581,2022,0,,DET,ORL,1309.73141,1297.484502,97,92
08-01-2022,582,2022,0,,CHO,MIL,1500.66128,1596.51356,114,106
08-01-2022,583,2022,0,,IND,UTA,1460.866218,1679.405134,125,113
08-01-2022,584,2022,0,,BOS,NYK,1519.405559,1488.259492,99,75
08-01-2022,585,2022,0,,PHO,MIA,1697.880204,1559.508299,100,123
09-01-2022,586,2022,0,,BRK,SAS,1560.235813,1501.41823,121,119
09-01-2022,587,2022,0,,LAC,ATL,1474.176464,1489.519096,106,93
09-01-2022,588,2022,0,,ORL,WAS,1293.043561,1462.546785,100,102
09-01-2022,589,2022,0,,TOR,NOP,1543.746466,1451.980261,105,101
09-01-2022,590,2022,0,,HOU,MIN,1314.443156,1515.405067,123,141
09-01-2022,591,2022,0,,OKC,DEN,1318.5171,1537.070404,95,99
09-01-2022,592,2022,0,,DAL,CHI,1572.629758,1588.992164,113,99
09-01-2022,593,2022,0,,GSW,CLE,1649.138806,1570.808783,96,82
09-01-2022,594,2022,0,,POR,SAC,1411.324992,1372.485454,103,88
09-01-2022,595,2022,0,,LAL,MEM,1490.251589,1609.261395,119,127
10-01-2022,596,2022,0,,CHO,MIL,1509.602537,1587.572303,103,99
10-01-2022,597,2022,0,,DET,UTA,1314.172351,1662.326452,126,116
10-01-2022,598,2022,0,,NYK,SAS,1477.48155,1498.964811,111,96
10-01-2022,599,2022,0,,BOS,IND,1530.183501,1477.9449,101,98
10-01-2022,600,2022,0,,HOU,PHI,1304.334477,1604.48653,91,111
10-01-2022,601,2022,0,,POR,BRK,1418.842509,1562.689233,114,108
10-01-2022,602,2022,0,,SAC,CLE,1362.272663,1567.566503,108,109
11-01-2022,603,2022,0,,WAS,OKC,1466.220477,1314.638576,122,118
11-01-2022,604,2022,0,,TOR,PHO,1546.477207,1662.260235,95,99
11-01-2022,605,2022,0,,NOP,MIN,1449.24952,1525.513746,128,125
11-01-2022,606,2022,0,,CHI,DET,1579.784297,1335.061762,133,87
11-01-2022,607,2022,0,,MEM,GSW,1617.715856,1655.076359,116,108
11-01-2022,608,2022,0,,LAC,DEN,1482.909925,1540.948928,87,85
12-01-2022,609,2022,0,,WAS,ORL,1468.223983,1289.369869,112,106
12-01-2022,610,2022,0,,PHI,CHO,1611.266497,1515.423831,98,109
12-01-2022,611,2022,0,,IND,BOS,1475.015174,1533.113226,100,119
12-01-2022,612,2022,0,,NYK,DAL,1487.334289,1581.837625,108,85
12-01-2022,613,2022,0,,ATL,MIA,1480.785635,1595.128268,91,115
12-01-2022,614,2022,0,,SAS,HOU,1489.112072,1297.55451,124,128
12-01-2022,615,2022,0,,UTA,CLE,1641.43704,1570.197983,91,111
12-01-2022,616,2022,0,,CHI,BRK,1585.467667,1553.669382,112,138
12-01-2022,617,2022,0,,SAC,LAL,1359.641183,1481.797129,125,116
13-01-2022,618,2022,0,,MIL,GSW,1581.751009,1647.972446,118,99
13-01-2022,619,2022,0,,MEM,MIN,1624.819769,1520.401545,116,108
13-01-2022,620,2022,0,,NOP,LAC,1454.361722,1487.022979,113,89
13-01-2022,621,2022,0,,BRK,OKC,1583.69338,1312.635069,109,130
13-01-2022,622,2022,0,,DEN,POR,1536.835874,1427.86236,140,108
14-01-2022,623,2022,0,,PHI,BOS,1591.54114,1551.43263,111,99
14-01-2022,624,2022,0,,IND,PHO,1456.695771,1668.222224,94,112
14-01-2022,625,2022,0,,DET,TOR,1329.378392,1540.515218,103,87
14-01-2022,626,2022,0,,CHO,ORL,1535.149187,1287.254999,109,116
14-01-2022,627,2022,0,,CHI,GSW,1555.443668,1634.072143,96,138
14-01-2022,628,2022,0,,MIA,ATL,1612.77957,1463.134333,124,118
14-01-2022,629,2022,0,,SAS,CLE,1475.210747,1597.842734,109,114
14-01-2022,630,2022,0,,MEM,DAL,1628.49729,1564.133002,85,112
14-01-2022,631,2022,0,,SAC,HOU,1370.181727,1311.455836,126,114
15-01-2022,632,2022,0,,MIL,TOR,1595.651313,1520.310577,96,103
15-01-2022,633,2022,0,,WAS,POR,1470.338854,1418.792389,110,115
15-01-2022,634,2022,0,,BRK,NOP,1540.581595,1468.649422,120,105
15-01-2022,635,2022,0,,ATL,NYK,1460.659288,1505.038912,108,117
15-01-2022,636,2022,0,,OKC,CLE,1355.746855,1604.305332,102,107
15-01-2022,637,2022,0,,MIA,PHI,1615.254615,1597.999794,98,109
15-01-2022,638,2022,0,,BOS,CHI,1544.973976,1525.182097,114,112
15-01-2022,639,2022,0,,SAS,LAC,1468.748149,1472.735279,101,94
15-01-2022,640,2022,0,,DEN,LAL,1545.905845,1471.256585,133,96
15-01-2022,641,2022,0,,DAL,ORL,1597.740033,1307.796569,108,92
16-01-2022,642,2022,0,,DET,PHO,1349.583033,1677.864712,108,135
16-01-2022,643,2022,0,,SAC,HOU,1376.092723,1305.544839,112,118
16-01-2022,644,2022,0,,DEN,UTA,1557.894567,1613.792289,102,125
16-01-2022,645,2022,0,,MIN,GSW,1516.724023,1664.333714,119,99
17-01-2022,646,2022,0,,BOS,NOP,1547.920513,1462.23534,104,92
17-01-2022,647,2022,0,,NYK,CHO,1516.843079,1514.607617,87,97
17-01-2022,648,2022,0,,WAS,PHI,1459.043358,1614.10294,117,98
17-01-2022,649,2022,0,,CLE,BRK,1608.058474,1546.995677,114,107
17-01-2022,650,2022,0,,MEM,CHI,1594.890259,1522.23556,119,106
17-01-2022,651,2022,0,,LAC,IND,1467.028287,1447.053282,139,133
17-01-2022,652,2022,0,,ATL,MIL,1448.855121,1581.308061,121,114
17-01-2022,653,2022,0,,ORL,POR,1305.743258,1430.087885,88,98
17-01-2022,654,2022,0,,MIA,TOR,1599.151468,1534.653828,104,99
17-01-2022,655,2022,0,,SAS,PHO,1474.455141,1685.121584,107,121
17-01-2022,656,2022,0,,DAL,OKC,1599.793344,1351.993713,104,102
17-01-2022,657,2022,0,,LAL,UTA,1459.267864,1634.886112,101,95
18-01-2022,658,2022,0,,NYK,MIN,1502.308315,1536.071879,110,112
18-01-2022,659,2022,0,,GSW,DET,1644.985859,1342.326161,102,86
19-01-2022,660,2022,0,,WAS,BRK,1478.178616,1542.770063,118,119
19-01-2022,661,2022,0,,PHI,ORL,1594.967681,1296.276081,123,110
19-01-2022,662,2022,0,,BOS,CHO,1553.099891,1529.142381,102,111
19-01-2022,663,2022,0,,ATL,MIN,1458.296542,1542.135198,134,122
19-01-2022,664,2022,0,,MIA,POR,1602.627919,1439.555062,104,92
19-01-2022,665,2022,0,,CHI,CLE,1516.418892,1612.284088,117,104
